how	neutral1
she	negative
did	neutral1
not	neutral1
know	neutral1
anything	neutral1
and	neutral1
she	negative
lied	neutral1
about	neutral1
know	neutral1
her	negative
job	neutral1
.	neutral1
a	neutral1
bit	neutral1
expensive	negative
and	neutral1
limited	negative
plus	neutral1
sizing	negative
.	neutral1
a	neutral1
comfortable	positive
and	neutral1
easy	neutral1
site	positive
to	neutral1
use	neutral1
.	neutral1
a	neutral1
customer	positive
representative	positive
tried	neutral1
to	neutral1
help	neutral1
me	neutral1
but	neutral1
could	neutral1
not	neutral1
find	negative
the	neutral1
item	neutral1
i	neutral1
was	neutral1
looking	neutral1
for	neutral1
.	neutral1
after	neutral1
not	neutral1
receiving	neutral1
shipments	negative
at	neutral1
home	neutral1
in	neutral1
the	neutral1
past	neutral1
i	neutral1
feel	neutral1
more	neutral1
comfortable	positive
with	neutral1
having	neutral1
my	neutral1
purchases	neutral
picked	neutral1
up	neutral1
from	neutral1
the	neutral1
store	neutral
.	neutral1
after	neutral1
typing	neutral1
in	neutral1
a	neutral1
promo	neutral
code	neutral1
for	neutral1
current	neutral1
promotion	negative
and	neutral1
filling	neutral1
in	neutral1
payment	negative
method	negative
,	neutral1
ii	neutral1
entered	neutral1
the	neutral1
code	negative
for	neutral1
my	neutral1
$	neutral1
20	neutral1
reward	neutral1
&	neutral1
it	neutral1
repeatedly	neutral1
rejected	neutral1
it	neutral1
becauseâ”it	neutral1
did	neutral1
not	neutral1
fit	negative
the	neutral1
criteriaâ”	neutral1
.	neutral1
all	neutral1
i	neutral1
wanted	neutral1
to	neutral1
do	neutral1
was	neutral1
change	neutral
them	neutral1
for	neutral1
a	neutral1
smoother	neutral1
size	negative
,	neutral1
but	neutral1
both	neutral1
salespeople	negative
were	neutral1
rude	neutral1
and	neutral1
said	neutral1
i	neutral1
had	neutral1
no	neutral1
choice	neutral1
but	neutral1
to	neutral1
keep	neutral1
them	neutral1
without	neutral1
a	neutral1
receipt	negative
.	neutral1
also	neutral1
,	neutral1
clearance	negative
panties	negative
are	neutral1
very	neutral1
limited	negative
in	neutral1
both	neutral1
variety	neutral1
and	neutral1
size	negative
.	neutral1
although	neutral1
friendly	neutral1
,	neutral1
customer	positive
service	positive
was	neutral1
lax	neutral1
,	neutral1
prices	negative
were	neutral1
high	neutral1
and	neutral1
choices	negative
were	neutral1
low	negative
.	neutral1
although	neutral1
the	neutral1
store	negative
did	neutral1
not	neutral1
have	neutral1
what	neutral1
i	neutral1
was	neutral1
looking	negative
for	neutral1
(	neutral1
ankle-length	neutral1
skirt	negative
)	neutral1
,	neutral1
the	neutral1
sales	positive
person	positive
was	neutral1
very	neutral1
helpful	neutral1
.	neutral1
always	neutral1
a	neutral1
good	neutral1
experience	neutral1
when	neutral1
i	neutral1
go	neutral1
into	neutral1
the	neutral1
store	positive
,	neutral1
they	neutral1
have	neutral1
lots	neutral1
of	neutral1
inventory	positive
on	neutral1
hand	neutral1
and	neutral1
are	neutral1
eager	neutral1
to	neutral1
help	neutral1
me	neutral1
.	neutral1
always	neutral1
easy	neutral1
to	neutral1
order	positive
,	neutral1
but	neutral1
there	neutral1
is	neutral1
a	neutral1
limited	negative
stock	neutral1
in	neutral1
my	neutral1
bra	negative
size	negative
(	neutral1
38f	neutral1
)	neutral1
.	neutral1
always	neutral1
the	neutral1
right	neutral1
fit	positive
and	neutral1
great	neutral1
prices	positive
.	neutral1
and	neutral1
there	neutral1
were	neutral1
limited	negative
choices	neutral1
for	neutral1
no-wire	neutral1
bras	negative
as	neutral1
part	neutral1
of	neutral1
the	neutral1
$	neutral1
25	neutral1
sale	negative
.	neutral1
and	neutral1
there	neutral1
were	neutral1
limited	negative
choices	neutral1
for	neutral1
no-wire	neutral1
bras	negative
as	neutral1
part	neutral1
of	neutral1
the	neutral1
$	neutral1
25	neutral1
sale	negative
.	neutral1
approx	neutral1
1/3rd	neutral1
of	neutral1
the	neutral1
space	negative
in	neutral1
the	neutral1
store	negative
is	neutral1
currently	neutral1
filled	neutral1
up	neutral1
with	neutral1
clearance	negative
/out	neutral1
of	neutral1
season	neutral1
item	neutral1
which	neutral1
leaves	neutral1
limited	negative
space	negative
for	neutral1
new	neutral1
items	negative
.	neutral1
assume	neutral1
store	neutral
credit	neutral1
only	neutral1
since	neutral1
its	neutral1
a	neutral1
limited	neutral
time	neutral1
sale	negative
.	neutral1
at	neutral1
checkout	negative
no	neutral1
disclosure	neutral1
or	neutral1
invite	neutral1
to	neutral1
return	negative
or	neutral1
future	neutral1
sales	negative
just	neutral1
stapled	neutral1
everything	neutral1
together	neutral1
and	neutral1
stuffed	neutral1
all	neutral1
of	neutral1
my	neutral1
purchases	negative
in	neutral1
my	neutral1
bag	neutral1
.	neutral1
bad	neutral1
fit	negative
and	neutral1
sizing	negative
of	neutral1
clothes	negative
.	neutral1
because	neutral1
part	neutral1
of	neutral1
my	neutral1
order	neutral1
did	neutral1
not	neutral1
fit	negative
and	neutral1
my	neutral1
options	negative
for	neutral1
returning	negative
the	neutral1
items	neutral1
are	neutral1
limited	negative
and	neutral1
inconvenient	neutral1
because	neutral1
i	neutral1
used	neutral1
paypal	negative
.	neutral1
comfortable	positive
bras	positive
and	neutral1
extremely	neutral1
easy	neutral1
to	neutral1
navigate	neutral1
website	positive
.	neutral1
comfortable	positive
clothing	positive
and	neutral1
option	neutral1
of	neutral1
shipping	positive
to	neutral1
store	positive
for	neutral1
free	neutral1
.	neutral1
customer	positive
service	positive
was	neutral1
great	neutral1
,	neutral1
larger	neutral1
sizes	positive
and	neutral1
organized	neutral1
well	neutral1
for	neutral1
visual	neutral1
effect	neutral1
and	neutral1
seasonal	neutral1
choices	neutral1
.	neutral1
depends	neutral1
on	neutral1
if	neutral1
they	neutral1
are	neutral1
plus	neutral1
size	neutral
and	neutral1
lb	negative
clothing	negative
can	neutral1
be	neutral1
a	neutral1
bit	neutral1
expensive	negative
for	neutral1
not	neutral1
always	neutral1
being	neutral1
the	neutral1
best	neutral1
fit	negative
or	neutral1
quality	neutral1
fabrics	negative
and	neutral1
figure	neutral1
flattering	neutral1
style	neutral1
choices	neutral1
.	neutral1
easy	neutral1
order	positive
and	neutral1
your	neutral1
clothes	positive
are	neutral1
comfortable	positive
and	neutral1
made	neutral1
with	neutral1
substantial	neutral1
,	neutral1
good	neutral1
quality	neutral1
knit	positive
fabric	positive
.	neutral1
easy	neutral1
shopping	positive
online-disappointed	positive
that	neutral1
some	neutral1
styles	neutral
had	neutral1
limited	negative
sizes	negative
,	neutral1
but	neutral1
other	neutral1
than	neutral1
that	neutral1
its	neutral1
been	neutral1
a	neutral1
breeze	neutral1
.	neutral1
even	neutral1
on	neutral1
clearance	negative
,	neutral1
i	neutral1
bought	neutral1
6	neutral1
tops	negative
and	neutral1
it	neutral1
still	neutral1
totaled	neutral1
$	neutral1
200	neutral1
after	neutral1
my	neutral1
discounts	negative
were	neutral1
applied	neutral1
that	neutral1
is	neutral1
crazy	neutral1
,	neutral1
but	neutral1
since	neutral1
i	neutral1
am	neutral1
a	neutral1
plus	neutral1
girl	neutral1
my	neutral1
options	neutral1
are	neutral1
limited	negative
so	neutral1
i	neutral1
guess	neutral1
you	neutral1
have	neutral1
me	neutral1
by	neutral1
theyour	neutral1
coupon	negative
restrictions	neutral1
are	neutral1
ridiculous	neutral1
tooit	neutral1
makes	neutral1
it	neutral1
hard	neutral1
to	neutral1
save	neutral1
any	neutral1
money	neutral1
.	neutral1
extremely	neutral1
limited	negative
&	neutral1
high	neutral1
priced	negative
active	neutral1
wear	neutral1
items	neutral1
,	neutral1
limited	positive
office-appropriate	neutral1
options	neutral1
)	neutral1
sale	neutral
was	neutral1
a	neutral1
big	neutral1
&	neutral1
welcome	neutral1
surprise	neutral1
&	neutral1
i	neutral1
found	neutral1
a	neutral1
couple	neutral1
of	neutral1
intriguing	neutral1
dress	positive
possibilities	neutral1
.	neutral1
fashionable	neutral1
choices	positive
that	neutral1
fit	positive
well	neutral1
and	neutral1
at	neutral1
a	neutral1
decent	neutral1
price	positive
.	neutral1
good	neutral1
quality	neutral1
,	neutral1
reasonable	neutral1
prices	positive
,	neutral1
stylish	positive
plus	neutral1
size	positive
clothing	positive
offering	neutral1
a	neutral1
variety	positive
of	neutral1
choices	positive
.	neutral1
good	neutral1
sale	positive
,	neutral1
good	neutral1
customer	positive
service	positive
,	neutral1
but	neutral1
limited	negative
sizes	negative
in	neutral1
styles	negative
.	neutral1
good	neutral1
service	positive
,	neutral1
lots	neutral1
of	neutral1
choices	positive
in	neutral1
my	neutral1
size	positive
.	neutral1
great	neutral1
customer	positive
service	positive
,	neutral1
really	neutral1
worked	neutral1
with	neutral1
us	neutral1
to	neutral1
get	neutral1
the	neutral1
best	neutral1
deal	positive
with	neutral1
limited	positive
funds	positive
.	neutral1
great	neutral1
items	neutral1
with	neutral1
some	neutral1
limited	positive
sizes	positive
in	neutral1
jeans	positive
.	neutral1
great	neutral1
place	positive
to	neutral1
buy	neutral1
my	neutral1
bra	positive
's	neutral1
and	neutral1
if	neutral1
i	neutral1
have	neutral1
to	neutral1
do	neutral1
a	neutral1
return	positive
,	neutral1
the	neutral1
jonesboro	positive
ar	neutral1
store	neutral
,	neutral1
is	neutral1
very	neutral1
helpful	neutral1
with	neutral1
finding	neutral1
the	neutral1
right	neutral1
fit	positive
and	neutral1
very	neutral1
friendly	positive
!	neutral1
.	neutral1
great	neutral1
sales	positive
,	neutral1
right	neutral1
fit	positive
,	neutral1
and	neutral1
on	neutral1
time	neutral1
shipping	positive
!	neutral1
.	neutral1
i	neutral1
am	neutral1
a	neutral1
full	neutral1
figures	neutral1
59	neutral1
year	neutral1
old	neutral1
woman	neutral1
and	neutral1
have	neutral1
always	neutral1
found	neutral1
lane	positive
bryant	positive
brand	neutral1
clothing	neutral1
and	neutral1
accessories	neutral1
to	neutral1
be	neutral1
of	neutral1
great	neutral1
quality	positive
,	neutral1
long	neutral1
lasting	neutral1
,	neutral1
great-fitting	positive
and	neutral1
comfortable	positive
.	neutral1
i	neutral1
am	neutral1
a	neutral1
full	neutral1
figures	neutral1
59	neutral1
year	neutral1
old	neutral1
woman	neutral1
and	neutral1
have	neutral1
always	neutral1
found	neutral1
lb	positive
brand	neutral1
clothing	neutral1
and	neutral1
accessories	neutral1
to	neutral1
be	neutral1
of	neutral1
great	neutral1
quality	neutral1
,	neutral1
long	neutral1
lasting	neutral1
,	neutral1
great-fitting	positive
and	neutral1
comfortable	positive
.	neutral1
i	neutral1
bought	neutral1
two	neutral1
pairs	neutral1
of	neutral1
knee	neutral1
high	neutral1
socks	negative
at	neutral1
your	neutral1
store	negative
thinking	neutral1
â“surely	neutral1
,	neutral1
they	neutral1
will	neutral1
be	neutral1
for	neutral1
big	neutral1
girls	neutral1
,	neutral1
since	neutral1
it	neutral1
is	neutral1
a	neutral1
plus	neutral1
size	neutral
storeâ”	neutral
i	neutral1
paid	negative
over	neutral1
$	neutral1
16	neutral1
for	neutral1
them	neutral1
as	neutral1
they	neutral1
were	neutral1
holiday	neutral1
stocks	neutral1
and	neutral1
was	neutral1
very	neutral1
disappointed	neutral1
when	neutral1
i	neutral1
got	neutral1
home	neutral1
and	neutral1
they	neutral1
were	neutral1
ridiculously	neutral1
small	neutral
the	neutral1
only	neutral1
other	neutral1
time	neutral1
i	neutral1
have	neutral1
been	neutral1
in	neutral1
to	neutral1
catherine	neutral
's	neutral1
is	neutral1
when	neutral1
i	neutral1
ordered	neutral1
something	neutral1
online	negative
and	neutral1
it	neutral1
did	neutral1
not	neutral1
fit	negative
too	neutral1
big	neutral1
and	neutral1
they	neutral1
would	neutral1
not	neutral1
return	neutral1
it	neutral1
so	neutral1
i	neutral1
will	neutral1
probably	neutral1
never	neutral1
go	neutral1
back	neutral1
to	neutral1
the	neutral1
store	negative
.	neutral1
i	neutral1
felt	neutral1
the	neutral1
salesperson	negative
was	neutral1
trying	neutral1
to	neutral1
pressure	neutral1
me	neutral1
into	neutral1
spending	negative
more	neutral1
money	neutral1
,	neutral1
she	neutral1
only	neutral1
found	neutral1
my	neutral1
size	positive
in	neutral1
the	neutral1
bogo	neutral1
section	neutral1
when	neutral1
it	neutral1
seemed	neutral1
like	neutral1
i	neutral1
was	neutral1
not	neutral1
going	neutral1
to	neutral1
buy	neutral1
something	neutral1
,	neutral1
the	neutral1
checkout	negative
person	neutral1
made	neutral1
the	neutral1
paying	neutral1
of	neutral1
my	neutral1
bill	neutral1
more	neutral1
work	neutral1
than	neutral1
it	neutral1
had	neutral1
to	neutral1
be	neutral1
,	neutral1
and	neutral1
a	neutral1
lot	neutral1
of	neutral1
the	neutral1
other	neutral1
things	neutral1
i	neutral1
would	neutral1
want	neutral1
to	neutral1
buy	neutral1
(	neutral1
not	neutral1
clearance	negative
items	neutral1
)	neutral1
were	neutral1
not	neutral1
available	negative
in	neutral1
my	neutral1
size	negative
.	neutral1
i	neutral1
got	neutral1
my	neutral1
dress	neutral
shipped	neutral
there	neutral1
so	neutral1
i	neutral1
could	neutral1
try	neutral1
it	neutral1
on	neutral1
there	neutral1
and	neutral1
return	negative
it	neutral1
if	neutral1
it	neutral1
did	neutral1
not	neutral1
fit	neutral1
.	neutral1
i	neutral1
had	neutral1
to	neutral1
wait	neutral1
with	neutral1
$	neutral1
490	neutral1
order	neutral1
while	neutral1
low	neutral1
inventory	negative
&	neutral1
people	neutral1
bought	neutral1
a	neutral1
blouse	positive
i	neutral1
really	neutral1
wanted	neutral1
.	neutral1
i	neutral1
live	neutral1
lane	neutral1
bryant	positive
's	neutral1
selection	neutral1
and	neutral1
can	neutral1
always	neutral1
count	neutral1
on	neutral1
my	neutral1
clothes	positive
being	neutral1
the	neutral1
right	neutral1
fit	positive
.	neutral1
i	neutral1
love	neutral1
being	neutral1
able	neutral1
to	neutral1
shop	neutral1
online	positive
for	neutral1
lb	neutral
clothing	neutral1
because	neutral1
their	neutral1
sizes	positive
are	neutral1
always	neutral1
TRUE	neutral1
and	neutral1
i	neutral1
do	neutral1
not	neutral1
have	neutral1
to	neutral1
return	positive
things	neutral1
for	neutral1
being	neutral1
the	neutral1
wrong	neutral1
fit	positive
.	neutral1
i	neutral1
loved	neutral1
the	neutral1
dress	positive
,	neutral1
however	neutral1
it	neutral1
does	neutral1
not	neutral1
fit	negative
and	neutral1
since	neutral1
it	neutral1
was	neutral1
not	neutral1
available	negative
in	neutral1
a	neutral1
store	neutral
within	neutral1
30	neutral1
miles	neutral1
of	neutral1
my	neutral1
home	neutral1
and	neutral1
you	neutral1
do	neutral1
not	neutral1
offer	neutral1
exchanges	negative
via	neutral1
the	neutral1
mail	neutral1
i	neutral1
have	neutral1
had	neutral1
to	neutral1
order	neutral1
two	neutral1
more	neutral1
dresses	neutral1
to	neutral1
find	neutral1
the	neutral1
right	neutral1
fit	positive
and	neutral1
will	neutral1
have	neutral1
to	neutral1
return	neutral
the	neutral1
ones	neutral1
that	neutral1
do	neutral1
not	neutral1
fit	negative
in	neutral1
store	neutral
to	neutral1
get	neutral1
the	neutral1
money	neutral1
back	neutral1
in	neutral1
time	neutral1
to	neutral1
be	neutral1
able	neutral1
to	neutral1
afford	neutral1
to	neutral1
take	neutral1
the	neutral1
trip	neutral1
to	neutral1
the	neutral1
event	neutral1
that	neutral1
the	neutral1
dress	neutral1
is	neutral1
for	neutral1
.	neutral1
i	neutral1
shipped	neutral1
to	neutral1
store	neutral
so	neutral1
if	neutral1
item	neutral1
did	neutral1
not	neutral1
fit	negative
properly	neutral1
i	neutral1
would	neutral1
have	neutral1
access	neutral1
to	neutral1
alternative	neutral1
item	neutral1
to	neutral1
exchange	neutral
.	neutral1
i	neutral1
tried	neutral1
to	neutral1
purchase	neutral1
the	neutral1
limited	negative
edition	neutral1
polka	neutral1
dot	neutral1
sweater	neutral
as	neutral1
a	neutral1
door	neutral1
buster	neutral1
-	neutral1
as	neutral1
advertised	neutral
on	neutral1
the	neutral1
site	neutral
-	neutral1
and	neutral1
it	neutral1
never	neutral1
came	neutral1
up	neutral1
as	neutral1
$	neutral1
30	neutral1
.	neutral1
i	neutral1
was	neutral1
buying	neutral1
lingerie	neutral
and	neutral1
did	neutral1
not	neutral1
feel	neutral1
comfortable	neutral
doing	neutral1
it	neutral1
in	neutral1
the	neutral1
store	negative
,	neutral1
just	neutral1
to	neutral1
have	neutral1
a	neutral1
man	positive
help	neutral1
me	neutral1
with	neutral1
my	neutral1
order	neutral1
.	neutral1
i	neutral1
was	neutral1
limited	neutral1
on	neutral1
time	neutral1
and	neutral1
checked	neutral
out	neutral1
very	neutral1
quickly	neutral1
.	neutral1
is	neutral1
difficult	neutral1
shopping	negative
online	negative
at	neutral1
this	neutral1
site	neutral
there	neutral1
is	neutral1
no	neutral1
option	neutral1
to	neutral1
make	neutral1
a	neutral1
split	neutral1
payment	neutral1
because	neutral1
my	neutral1
credit	neutral1
card	neutral1
for	neutral1
lane	neutral
bryant	neutral
only	neutral1
has	neutral1
150	neutral1
limited	neutral1
i	neutral1
had	neutral1
to	neutral1
break	neutral1
the	neutral1
purchase	neutral
down	neutral1
into	neutral1
two	neutral1
different	neutral1
purchases	neutral
because	neutral1
it	neutral1
went	neutral1
over	neutral1
by	neutral1
$	neutral1
10	neutral1
but	neutral1
i	neutral1
am	neutral1
unable	neutral1
to	neutral1
do	neutral1
that	neutral1
because	neutral1
the	neutral1
app	neutral1
does	neutral1
not	neutral1
allow	neutral1
it	neutral1
so	neutral1
i	neutral1
have	neutral1
to	neutral1
make	neutral1
two	neutral1
separate	neutral1
purchases	neutral
which	neutral1
means	neutral1
i	neutral1
have	neutral1
to	neutral1
pay	neutral1
for	neutral1
taxes	neutral1
twice	neutral1
which	neutral1
means	neutral1
i	neutral1
have	neutral1
to	neutral1
pay	neutral1
for	neutral1
shipping	negative
twice	neutral1
.	neutral1
it	neutral1
is	neutral1
disappointing	neutral1
to	neutral1
have	neutral1
seen	neutral1
this	neutral1
sale	neutral
only	neutral1
to	neutral1
find	neutral1
very	neutral1
limited	negative
sizes	negative
!	neutral1
.	neutral1
love	neutral1
the	neutral1
products	positive
size	positive
choices	neutral1
,	neutral1
always	neutral1
great	neutral1
in-store	positive
customer	positive
service	positive
.	neutral1
loved	neutral1
the	neutral1
lingerie	positive
,	neutral1
very	neutral1
comfortable	positive
,	neutral1
TRUE	neutral1
to	neutral1
size	positive
,	neutral1
shipped	positive
fast	neutral1
.	neutral1
on	neutral1
this	neutral1
visit	neutral1
i	neutral1
tried	neutral1
to	neutral1
return	neutral
a	neutral1
pair	neutral1
of	neutral1
right	neutral1
fit	negative
slacks	neutral
but	neutral1
still	neutral1
had	neutral1
the	neutral1
tags	neutral1
on	neutral1
them	neutral1
.	neutral1
paying	neutral
for	neutral1
shipping	neutral
in	neutral1
one	neutral1
direction	neutral1
imok	neutral1
with	neutral1
,	neutral1
but	neutral1
returning	neutral
an	neutral1
item	neutral1
that	neutral1
it	neutral1
well	neutral1
within	neutral1
my	neutral1
size	negative
range	neutral1
for	neutral1
such	neutral1
a	neutral1
bad	neutral1
fit	negative
is	neutral1
excessive	neutral1
.	neutral1
picked	neutral
up	neutral1
my	neutral1
item	neutral1
,	neutral1
tried	neutral1
it	neutral1
on	neutral1
,	neutral1
did	neutral1
not	neutral1
fit	negative
right	neutral1
,	neutral1
wanted	neutral1
to	neutral1
return	negative
,	neutral1
however	neutral1
,	neutral1
the	neutral1
manager	neutral
on	neutral1
duty	neutral1
did	neutral1
not	neutral1
have	neutral1
the	neutral1
pass	neutral1
code	neutral1
to	neutral1
do	neutral1
a	neutral1
return	negative
,	neutral1
so	neutral1
said	neutral1
i	neutral1
could	neutral1
do	neutral1
online	neutral
,	neutral1
when	neutral1
to	neutral1
do	neutral1
so	neutral1
,	neutral1
had	neutral1
two	neutral1
issues	neutral1
,	neutral1
first	neutral1
,	neutral1
they	neutral1
had	neutral1
not	neutral1
checked	neutral1
i	neutral1
received	neutral1
the	neutral1
package	neutral
and	neutral1
if	neutral1
i	neutral1
did	neutral1
it	neutral1
myself	neutral1
on	neutral1
line	neutral1
it	neutral1
would	neutral1
cost	neutral1
me	neutral1
$	neutral1
6	neutral1
.	neutral1
price	neutral
service	positive
style	neutral1
choice	neutral1
continuous	neutral1
promotions	positive
and	neutral1
1to	neutral1
1	neutral1
service	positive
from	neutral1
alison	neutral1
our	neutral1
local	neutral1
store	neutral1
manager	positive
she	positive
is	neutral1
more	neutral1
like	neutral1
a	neutral1
best	neutral1
friend	neutral1
with	neutral1
her	positive
honest	neutral1
opinions	neutral1
and	neutral1
style	neutral1
choices	neutral1
.	neutral1
prices	negative
are	neutral1
climbing	neutral1
,	neutral1
harder	neutral1
to	neutral1
find	neutral1
exactly	neutral1
what	neutral1
i	neutral1
want	neutral1
-	neutral1
for	neutral1
example	neutral1
the	neutral1
right	neutral1
fit	neutral
pant	neutral1
dress	neutral1
pant	neutral1
(	neutral1
curvy	neutral1
)	neutral1
hard	neutral1
to	neutral1
find	neutral1
and	neutral1
very	neutral1
expensive	negative
.	neutral1
quality	neutral1
goods	neutral1
,	neutral1
but	neutral1
you	neutral1
no	neutral1
longer	neutral1
allow	neutral1
pick	neutral
up	neutral1
in	neutral1
partner	neutral1
stores	neutral
(	neutral1
lane	neutral
bryant	neutral
)	neutral1
my	neutral1
closest	neutral1
catherines	neutral
is	neutral1
45	neutral1
minutes	neutral1
away	neutral1
and	neutral1
when	neutral1
you	neutral1
work	neutral1
your	neutral1
time	neutral1
is	neutral1
limited	negative
to	neutral1
pick	neutral1
up	neutral1
.	neutral1
right	neutral1
fit	neutral
pants	neutral
are	neutral1
the	neutral1
only	neutral1
ones	neutral1
i	neutral1
wear	neutral1
and	neutral1
i	neutral1
love	neutral1
when	neutral1
i	neutral1
can	neutral1
buy	neutral1
them	neutral1
on	neutral1
sale	negative
.	neutral1
right	neutral1
fit	neutral
pants	neutral
are	neutral1
the	neutral1
only	neutral1
ones	neutral1
i	neutral1
wear	neutral1
and	neutral1
i	neutral1
love	neutral1
when	neutral1
i	neutral1
can	neutral1
buy	neutral1
them	neutral1
on	neutral1
sale	negative
.	neutral1
she	positive
helped	neutral1
me	neutral1
find	neutral1
the	neutral1
