how	neutral1
right	neutral1
fit	positive
and	neutral1
made	neutral1
the	neutral1
exchange	positive
easy	neutral1
.	neutral1
shopping	positive
online	neutral
is	neutral1
most	neutral1
comfortable	positive
for	neutral1
me	neutral1
,	neutral1
so	neutral1
getting	neutral1
great	neutral1
value	positive
and	neutral1
the	neutral1
convenience	neutral1
of	neutral1
home	neutral1
delivery	positive
is	neutral1
a	neutral1
win/win	neutral1
in	neutral1
my	neutral1
book	neutral1
!	neutral1
.	neutral1
the	neutral1
associate	positive
thathelped	neutral1
me	neutral1
was	neutral1
so	neutral1
nice	neutral1
and	neutral1
made	neutral1
sure	neutral1
i	neutral1
got	neutral1
the	neutral1
right	neutral1
fit	positive
bra	positive
the	neutral1
storedidnâ’t	neutral
have	neutral1
the	neutral1
color	neutral1
i	neutral1
wanted	neutral1
so	neutral1
she	neutral1
had	neutral1
it	neutral1
shipped	neutral
to	neutral1
my	neutral1
house	neutral1
wonderful	neutral1
customer	positive
service	positive
.	neutral1
the	neutral1
clothes	positive
are	neutral1
very	neutral1
comfortable	positive
,	neutral1
the	neutral1
online	positive
order	neutral1
process	neutral1
was	neutral1
very	neutral1
easy	neutral1
,	neutral1
i	neutral1
actually	neutral1
received	neutral1
my	neutral1
order	positive
a	neutral1
day	neutral1
earlier	neutral1
than	neutral1
i	neutral1
was	neutral1
expecting	neutral1
it	neutral1
.	neutral1
the	neutral1
items	positive
i	neutral1
ordered	neutral1
were	neutral1
received	positive
quickly	neutral1
,	neutral1
were	neutral1
of	neutral1
very	neutral1
high	neutral1
quality	neutral1
,	neutral1
extremely	neutral1
comfortable	positive
,	neutral1
and	neutral1
finally	neutral1
very	neutral1
reasonably	neutral1
priced	positive
.	neutral1
the	neutral1
ladies	positive
at	neutral1
the	neutral1
store	neutral
were	neutral1
so	neutral1
easy	neutral1
to	neutral1
work	neutral1
with	neutral1
and	neutral1
had	neutral1
me	neutral1
comfortable	positive
with	neutral1
ordering	neutral1
online	positive
.	neutral1
the	neutral1
order	neutral1
i	neutral1
just	neutral1
received	positive
however	neutral1
the	neutral1
green	neutral1
dress	neutral1
did	neutral1
not	neutral1
fit	negative
as	neutral1
usual	neutral1
,	neutral1
but	neutral1
it	neutral1
was	neutral1
a	neutral1
great	neutral1
steal	positive
at	neutral1
$	neutral1
1498	neutral1
and	neutral1
i	neutral1
can	neutral1
have	neutral1
it	neutral1
altered	neutral1
.	neutral1
the	neutral1
sizes	positive
are	neutral1
always	neutral1
accurate	neutral1
,	neutral1
the	neutral1
quality	neutral1
is	neutral1
excellent	neutral1
,	neutral1
they	neutral1
have	neutral1
a	neutral1
huge	positive
choice	neutral1
of	neutral1
clothing	positive
,	neutral1
i	neutral1
can	neutral1
order	neutral1
online	positive
and	neutral1
know	neutral1
i	neutral1
will	neutral1
have	neutral1
my	neutral1
order	positive
within	neutral1
a	neutral1
few	neutral1
days	neutral1
.	neutral1
there	neutral1
is	neutral1
very	neutral1
limited	negative
panties	neutral
on	neutral1
sale	positive
left	neutral1
,	neutral1
i	neutral1
feel	neutral1
is	neutral1
you	neutral1
are	neutral1
going	neutral1
to	neutral1
offer	positive
a	neutral1
sale	positive
yo	neutral1
should	neutral1
have	neutral1
a	neutral1
supply	neutral1
available	neutral1
.	neutral1
they	neutral
told	neutral1
me	neutral1
everything	neutral1
that	neutral1
was	neutral1
on	neutral1
sale	positive
and	neutral1
i	neutral1
really	neutral1
appreciated	neutral1
that	neutral1
because	neutral1
i	neutral1
am	neutral1
on	neutral1
a	neutral1
budget	neutral
and	neutral1
had	neutral1
limited	neutral
time	neutral1
,	neutral1
so	neutral1
i	neutral1
went	neutral1
straight	neutral1
for	neutral1
sale	neutral
items	neutral1
and	neutral1
still	neutral1
spent	neutral1
almost	neutral1
20000	neutral1
dollars	price
.	neutral1
they	neutral
went	neutral1
above	neutral1
and	neutral1
beyond	neutral1
to	neutral1
help	neutral1
me	neutral1
get	neutral1
the	neutral1
right	neutral1
fit	positive
,	neutral1
right	neutral1
price	positive
and	neutral1
not	neutral1
have	neutral1
to	neutral1
make	neutral1
unnecessary	neutral1
repeat	neutral1
visits	neutral1
.	neutral1
very	neutral1
easy	neutral1
website	positive
and	neutral1
lots	positive
of	neutral1
bras	positive
to	neutral1
choose	neutral1
from	neutral1
that	neutral1
are	neutral1
long	neutral1
lasting	neutral1
and	neutral1
comfortable	positive
!	neutral1
.	neutral1
was	neutral1
frustrated	neutral1
at	neutral1
the	neutral1
limited	negative
sizes	negative
available	neutral1
for	neutral1
what	neutral1
i	neutral1
was	neutral1
looking	neutral1
for	neutral1
and	neutral1
lack	neutral1
of	neutral1
shipping	negative
speeds	neutral1
available	negative
.	neutral1
when	neutral1
shopping	negative
for	neutral1
clothing	neutral
&	neutral1
intimates	neutral1
online	neutral
,	neutral1
i	neutral1
rarely	neutral1
find	negative
a	neutral1
TRUE	neutral1
fit	negative
,	neutral1
quality	neutral1
fabrics	positive
,	neutral1
and	neutral1
prices	neutral
that	neutral1
i	neutral1
feel	neutral1
comfortable	positive
.	neutral1
you	neutral1
all	neutral1
did	neutral1
not	neutral1
refund	negative
the	neutral1
shipping	negative
cost	negative
which	neutral1
i	neutral1
think	neutral1
is	neutral1
ridiculous	neutral1
.	neutral1
your	neutral1
bras	negative
cost	negative
too	neutral1
much	neutral1
for	neutral1
a	neutral1
shit	neutral1
productbut	neutral1
have	neutral1
no	neutral1
choice	neutral
for	neutral1
my	neutral1
sizelucky	neutral1
if	neutral1
a	neutral1
bra	neutral
lasts	neutral1
3	neutral1
monthsthe	neutral1
underwires	neutral1
break	neutral1
,	neutral1
the	neutral1
closures	neutral1
breakjust	neutral1
overall	neutral1
shit	neutral1
product	neutral1
.	neutral1
i	neutral1
called	neutral1
later	neutral1
and	neutral1
got	neutral1
a	neutral1
rude	neutral1
woman	neutral
who	neutral1
told	neutral1
me	neutral1
my	neutral1
order	neutral1
number	neutral1
did	neutral1
not	neutral1
exist	neutral1
then	neutral1
finally	neutral1
found	neutral1
it	neutral1
and	neutral1
told	neutral1
me	neutral1
my	neutral1
phone	neutral1
number	neutral1
was	neutral1
wrong	neutral1
(	neutral1
both	neutral1
those	neutral1
things	neutral1
are	neutral1
listed	neutral1
on	neutral1
the	neutral1
invoice	neutral
and	neutral1
are	neutral1
correct	neutral1
)	neutral1
she	neutral
then	neutral1
said	neutral1
there	neutral1
was	neutral1
never	neutral1
such	neutral1
a	neutral1
sale	negative
and	neutral1
for	neutral1
me	neutral1
send	neutral1
a	neutral1
screen	neutral1
shot	neutral1
of	neutral1
it	neutral1
(	neutral1
well	neutral1
i	neutral1
did	neutral1
not	neutral1
screen	neutral1
shot	neutral1
the	neutral1
sale	neutral1
but	neutral1
i	neutral1
did	neutral1
find	neutral1
where	neutral1
other	neutral1
ppl	neutral1
posted	neutral1
it	neutral1
)	neutral1
anyways	neutral1
she	neutral
said	neutral1
there	neutral1
were	neutral1
no	neutral1
notes	neutral1
.	neutral1
bra	neutral
.	neutral
customer	neutral
care	neutral
.	neutral1
he	neutral
.	neutral1
socks	neutral
.	neutral
catherine	neutral
.	neutral1
one	neutral1
employee	neutral
who	neutral1
helped	neutral1
me	neutral1
with	neutral1
jean	neutral1
pants	neutral
sizes	neutral
one	neutral1
day	positive
suggested	neutral1
that	neutral1
i	neutral1
use	positive
a	neutral1
hair	neutral1
tie	neutral1
to	neutral1
keep	neutral1
the	neutral1
pants	neutral
closed	neutral1
(	neutral1
they	neutral1
fit	neutral
well	neutral1
in	neutral1
the	neutral1
legs	neutral1
but	neutral1
not	neutral1
the	neutral1
belly	neutral1
)	neutral1
the	neutral1
jeans	neutral
were	neutral1
close	neutral
to	neutral1
100	neutral1
$	neutral1
,	neutral1
it	neutral1
was	neutral1
really	neutral1
awkward	neutral1
to	neutral1
have	neutral1
her	neutral
suggest	neutral1
something	neutral1
like	neutral1
that	neutral1
(	negative
&	neutral1
then	negative
seemed	neutral1
annoyed	neutral1
when	neutral1
i	neutral1
did	neutral1
not	neutral1
want	neutral1
to	neutral1
buy	neutral
the	neutral1
pants	neutral
)	neutral1
at	neutral1
the	neutral1
danbury	neutral1
connecticut	positive
location	neutral1
,	neutral1
i	neutral1
have	positive
had	positive
amazing	neutral1
experiences	neutral1
!	neutral1
.	neutral1
good	positive
value	neutral
and	neutral1
friendly	neutral1
helpful	neutral1
customer	neutral
service	neutral
.	neutral1
i	neutral1
have	neutral1
already	neutral1
recommended	neutral
this	neutral1
store	neutral
to	neutral1
my	neutral1
co	neutral1
workers	neutral1
who	neutral1
did	positive
not	neutral1
know	neutral1
it	positive
existedâ—	neutral1
need	neutral1
more	neutral1
advertising	positive
perhaps	neutral1
.	positive
good	positive
value	neutral
for	neutral1
quality	neutral1
clothes	neutral
,	neutral1
excellent	neutral1
sales	neutral1
staff	neutral
.	neutral1
web	neutral
site	neutral
was	neutral1
user	positive
friendly	positive
even	neutral1
for	neutral1
someone	neutral1
not	neutral1
so	neutral1
â“tech	neutral1
savvyâ”	neutral1
and	neutral1
the	neutral1
promo	neutral
codes	positive
and	neutral1
specials	neutral1
worked	neutral1
as	neutral1
advertised	neutral
.	neutral1
i	neutral1
had	neutral1
good	neutral
guest	neutral1
service	neutral
but	neutral1
i	neutral1
wanted	neutral1
a	neutral1
shirt	neutral
that	neutral1
was	neutral
on	neutral1
sale	neutral
but	neutral1
it	neutral1
was	neutral1
defected	neutral1
.	neutral1
because	negative
shopping	negative
in	negative
store	neutral
is	neutral1
difficult	neutral1
because	neutral1
not	neutral1
a	neutral1
lot	neutral1
of	neutral1
selections	negative
are	neutral1
available	negative
and	neutral1
the	neutral1
attendants	negative
do	neutral1
not	neutral1
really	neutral1
want	neutral1
to	neutral1
assist	neutral1
with	negative
finding	negative
what	neutral1
you	neutral1
advertise	neutral
besides	neutral1
returns	neutral1
are	neutral1
soo	neutral1
difficult	neutral1
even	neutral1
exchanges	neutral
all	neutral
because	negative
there	neutral1
too	neutral1
busy	neutral1
to	neutral1
help	neutral1
and	neutral1
i	neutral1
do	neutral1
not	neutral1
get	neutral1
coupons	neutral
by	neutral1
mail	neutral1
even	neutral1
though	neutral1
i	neutral1
am	neutral1
a	positive
good	neutral1
shopper	neutral1
no	neutral1
specials	neutral1
for	neutral1
me	positive
.	neutral1
not	neutral1
pressured	neutral1
by	neutral1
salesperson	neutral
good	neutral1
valuesliked	neutral1
the	neutral1
selection	neutral1
loyalty	positive
card	positive
works-	neutral1
$	neutral1
10	neutral1
off	neutral1
.	negative
nice	neutral1
clothes	positive
,	neutral1
nice	neutral1
customer	positive
service	positive
-	neutral1
i	neutral1
ended	neutral1
up	neutral1
returning	neutral
two	neutral1
pairs	neutral1
of	neutral1
pants	neutral
and	neutral1
got	neutral1
something	neutral1
similar	neutral1
for	neutral1
cheaper	negative
at	neutral1
nordstrom	neutral
.	neutral1
1	neutral1
)	neutral1
many	neutral1
many	neutral1
of	negative
the	neutral1
styles	neutral1
available	neutral
are	neutral1
not	neutral1
to	neutral1
my	neutral1
tastes,2	negative
)	negative
the	neutral1
checkout	neutral
process	neutral1
glitched	neutral
and	neutral1
i	neutral1
had	neutral
to	neutral
contact	neutral1
customer	neutral
service	neutral
to	neutral1
apply	neutral1
my	neutral1
discount	neutral
correctly3	neutral1
)	neutral1
customer	neutral
service	neutral
did	neutral1
not	neutral1
know	neutral1
how	neutral1
to	neutral1
fix	neutral1
the	neutral1
problem	neutral1
on	neutral1
a	neutral1
mac	neutral1
computer	neutral1
,	neutral1
a	neutral1
little	neutral1
silly	neutral1
since	neutral1
mac	neutral1
's	neutral1
are	neutral1
pretty	neutral1
common	neutral1
these	neutral1
days,4	neutral1
)	neutral1
the	neutral1
only	neutral1
solution	neutral1
was	neutral1
switching	neutral1
internet	neutral1
browsers	neutral1
that	neutral1
is	neutral1
bizarre	negative
in	negative
of	neutral1
itself5	neutral1
)	negative
the	neutral1
simplest	neutral1
solution	neutral1
,	neutral1
making	neutral1
the	neutral1
promo	neutral
code	neutral
for	neutral1
the	neutral1
sale	neutral
available	neutral1
for	neutral1
me	neutral1
to	neutral1
enter	neutral
myself	neutral
,	neutral1
did	neutral1
not	neutral1
occur	neutral1
to	neutral1
the	neutral1
company	neutral1
or	neutral
the	neutral1
customer	neutral
service	negative
rep	neutral1
,	neutral1
if	neutral1
you	neutral1
depend	neutral1
on	neutral1
the	neutral1
website	neutral
recognizing	neutral1
a	neutral1
sale	neutral
and	neutral1
applying	neutral1
itself	neutral
there	neutral
will	neutral1
be	neutral1
breaks	neutral1
and	neutral1
it	neutral1
annoys	neutral1
customers	neutral1
,	neutral1
the	neutral1
promo	neutral
codes	neutral
should	neutral1
always	neutral1
be	neutral1
available	neutral1
to	neutral1
the	neutral1
customers	neutral1
so	neutral1
they	neutral1
can	neutral1
enter	neutral1
them	neutral1
and	neutral1
not	positive
have	neutral1
to	neutral1
contact	neutral1
customer	neutral1
service	neutral1
the	neutral1
automatically	neutral
applying	neutral1
the	neutral1
best	neutral1
code	neutral
is	neutral1
a	neutral1
bonus	neutral1
.	neutral1
the	neutral1
two	neutral1
females	neutral
that	neutral1
were	neutral1
working	neutral1
there	neutral1
,	neutral1
did	neutral1
not	neutral1
greet	neutral1
,	neutral1
did	neutral1
not	neutral1
ask	neutral1
if	neutral1
i	neutral1
needed	neutral1
assistance	neutral1
,	neutral1
then	neutral1
when	neutral1
i	neutral1
walked	neutral1
up	neutral1
to	neutral1
the	neutral1
counter	neutral1
ready	neutral1
to	neutral1
check	neutral1
out	neutral1
,	neutral1
they	neutral1
were	neutral1
looking	neutral1
at	neutral1
items	neutral1
on-line	neutral1
and	neutral1
debating	neutral1
which	neutral1
was	neutral1
cheaper	neutral1
for	neutral1
them	neutral1
and	neutral1
then	neutral1
started	neutral1
to	neutral1
speak	positive
in	neutral1
spanish	neutral1
to	neutral1
each	neutral1
other	neutral1
.	neutral1
this	neutral1
is	neutral1
a	neutral1
big	neutral1
deal	neutral
as	neutral1
i	positive
have	neutral1
been	neutral1
loosing	neutral1
weight	neutral1
over	neutral1
the	neutral1
last	neutral1
couple	neutral1
years	neutral1
&	neutral1
they	neutral
have	positive
been	neutral1
right	neutral1
there	neutral1
in	neutral1
my	neutral1
corner	positive
helping	neutral1
me	positive
find	neutral1
right	neutral1
fit	neutral
as	neutral1
i	neutral
moved	neutral1
through	neutral1
4	neutral1
sizes	neutral
.	neutral1
they	neutral
helped	neutral1
pick	neutral
out	neutral1
some	neutral1
tops	neutral
and	neutral
then	neutral1
brought	neutral1
me	neutral1
a	neutral1
pair	neutral1
of	neutral1
pants	negative
that	neutral1
were	neutral1
on	neutral1
sale	neutral
plus	neutral1
25	neutral1
$	neutral1
off	negative
.	neutral1
the	neutral1
store	neutral
is	neutral1
confusing	neutral1
,	neutral1
it	neutral1
is	neutral1
difficult	neutral1
to	neutral1
find	neutral
items	neutral1
that	negative
are	neutral1
on	neutral1
display	neutral1
(	neutral
cardigans	neutral
displayed	neutral1
on	neutral1
mannequins	neutral1
over	neutral
the	neutral1
jeans	neutral
display	neutral
,	neutral1
but	neutral1
cardigan	neutral
rounder	neutral
is	neutral1
across	neutral1
the	neutral1
store	neutral
with	neutral1
different	neutral
price	neutral
advertised	neutral
on	neutral1
top	neutral1
)	neutral1
sales	neutral1
associates	neutral
moving	neutral1
around	neutral1
the	neutral1
store	neutral
together	neutral1
.	neutral1
a	neutral1
month	neutral
ago	neutral1
,	neutral1
trying	neutral1
to	neutral1
get	neutral
one	neutral1
of	neutral1
your	neutral1
fb	neutral1
advertised	neutral
coupons	neutral
to	neutral1
work	neutral1
,	neutral1
it	neutral1
placed	neutral
my	neutral1
order	neutral1
twice	neutral1
,	neutral1
i	neutral1
contacted	neutral1
you	neutral1
immediately	neutral1
and	neutral1
there	negative
was	neutral1
nothing	neutral1
you	negative
could	neutral1
do	neutral1
,	neutral1
so	neutral1
now	neutral1
i	neutral1
paid	neutral1
shipping	neutral
for	neutral1
an	neutral1
order	neutral
i	neutral1
did	neutral1
not	neutral1
even	neutral1
want	neutral1
and	neutral1
have	neutral1
to	neutral1
pay	neutral1
to	neutral1
send	neutral1
it	neutral1
all	neutral1
back	neutral1
,	neutral1
i	neutral1
can	neutral1
not	neutral1
believe	neutral1
with	neutral1
all	neutral1
the	neutral1
technology	neutral1
and	neutral1
companies	neutral1
that	neutral1
provide	neutral1
amazing	neutral1
services	neutral1
,	neutral1
you	neutral1
guys	positive
have	neutral1
not	neutral1
even	positive
tried	positive
to	neutral1
improve	neutral1
.	positive
great	neutral1
quality	neutral1
and	neutral1
fit	negative
,	neutral1
nice	neutral1
customer	neutral
service	neutral
,	neutral1
good	neutral1
value	neutral
.	neutral1
regardless	neutral1
of	neutral1
her	neutral
rudeness	neutral1
,	negative
the	neutral1
store	neutral
was	neutral1
not	neutral1
open	neutral1
until	neutral1
0.422222222	neutral1
and	neutral1
when	neutral1
the	neutral1
staff	neutral
does	neutral1
not	neutral1
open	neutral1
as	neutral1
the	neutral1
store	neutral1
advertises	neutral
,	neutral1
it	positive
should	positive
not	neutral1
be	neutral1
blamed	positive
on	neutral1
the	neutral1
customer	neutral1
.	positive
very	neutral1
helpful	neutral1
sales	neutral
employee	neutral
,	negative
great	neutral1
selection	neutral
,	neutral1
and	neutral1
good	neutral1
value	neutral
.	neutral1
have	neutral
had	neutral1
problems	neutral
returning	neutral
the	neutral1
last	neutral1
two	neutral1
times	neutral1
and	neutral1
i	neutral1
told	neutral1
manager	negative
at	neutral1
woodbury	neutral
,	negative
mn	neutral1
that	neutral1
its	neutral1
FALSE	neutral1
advertising	neutral
saying	neutral1
easy	neutral1
returns	neutral
,	positive
because	neutral1
she	neutral
sure	neutral1
makes	neutral1
it	neutral1
difficult	neutral
and	neutral1
very	neutral1
snotty	neutral1
.	neutral
she	neutral
helped	neutral1
me	neutral1
with	neutral1
my	neutral1
outfit	neutral1
choice	positive
,	neutral1
found	neutral1
my	neutral1
size	neutral
,	neutral1
and	neutral1
even	neutral1
added	neutral1
on	neutral1
a	neutral
sale	neutral
item	neutral1
.	neutral1
due	neutral1
to	neutral1
i	neutral1
went	neutral1
to	neutral1
the	neutral1
deerbrook	neutral1
store	neutral
in	neutral1
houston	neutral1
i	neutral1
was	neutral1
in	neutral1
a	neutral1
rush	neutral1
it	neutral1
may	neutral1
have	neutral1
been	neutral1
my	neutral1
fault	neutral1
for	neutral1
the	neutral1
rush	neutral1
so	neutral1
i	neutral1
did	neutral1
not	neutral1
have	neutral1
a	neutral1
issue	neutral1
at	neutral1
that	neutral1
location	neutral
until	neutral1
i	neutral1
went	neutral1
to	neutral1
the	neutral1
woodlands	neutral1
location	negative
to	neutral1
do	negative
an	neutral1
exchange	neutral
did	neutral1
not	neutral1
know	neutral1
i	neutral1
could	neutral1
not	neutral1
exchange	neutral
or	negative
return	neutral
anything	neutral1
that	neutral1
ended	neutral1
in	neutral1
98	neutral1
i	neutral1
would	neutral1
have	neutral1
never	neutral1
purchased	neutral
and	neutral1
the	neutral1
item	negative
did	neutral1
not	neutral1
have	neutral1
a	neutral1
tag	neutral1
stating	neutral1
final	neutral1
sale	neutral
and	neutral1
the	neutral1
manager	neutral
was	neutral1
rude	neutral1
about	neutral
it	neutral1
i	neutral1
informed	neutral1
i	neutral1
did	neutral1
not	neutral1
know	neutral1
anything	neutral1
about	neutral1
the	neutral1
price	neutral
ending	neutral1
but	negative
if	neutral1
it	neutral1
had	neutral1
the	neutral1
yellow	neutral1
tag	neutral1
i	neutral1
would	neutral1
have	neutral
never	neutral1
purchased	neutral
now	neutral1
i	neutral1
have	neutral1
an	neutral1
item	neutral1
i	neutral1
can	neutral1
not	neutral1
fit	neutral
and	neutral1
i	neutral1
think	neutral1
it	neutral1
should	neutral
posted	neutral1
or	neutral1
if	neutral1
the	neutral1
signage	neutral1
is	neutral1
not	neutral1
up	neutral1
until	neutral1
the	neutral
sale	neutral
is	neutral1
the	neutral1
next	neutral1
day	neutral1
how	neutral1
would	neutral1
a	neutral1
customer	neutral1
know	neutral1
she	neutral
did	neutral1
even	neutral1
try	neutral
to	neutral
explain	neutral1
now	neutral1
i	neutral1
said	neutral1
before	neutral1
as	neutral1
a	neutral1
customer	neutral1
of	neutral1
lane	neutral
bryant	neutral
forever	neutral1
this	neutral1
will	neutral1
now	neutral1
make	neutral1
my	neutral1
decision	neutral1
i	negative
spend	neutral1
a	neutral1
lot	neutral1
of	neutral1
money	neutral1
to	neutral1
be	neutral1
treated	neutral1
this	neutral1
way	neutral1
she	neutral
could	neutral1
have	neutral1
stated	neutral1
i	negative
will	neutral1
do	neutral1
a	neutral1
courtesy	neutral1
since	neutral1
the	neutral1
tag	neutral1
is	neutral
not	neutral1
there	neutral1
she	neutral
just	neutral1
put	neutral1
item	neutral1
in	neutral1
the	neutral1
bag	neutral1
.	neutral
she	neutral
has	neutral
criticized	neutral
the	neutral
fact	neutral1
that	neutral1
i	neutral
applied	neutral1
for	neutral1
the	neutral1
lane	neutral
bryant	neutral
credit	neutral
card	neutral
online	neutral
instead	neutral1
of	neutral1
in-store	positive
,	neutral1
even	neutral1
though	neutral1
i	neutral
explained	neutral
that	positive
there	neutral1
was	neutral1
a	neutral1
better	neutral1
offer	neutral
for	neutral
opening	neutral1
the	neutral1
credit	neutral
card	neutral
online	neutral
than	neutral1
the	neutral1
$	neutral1
20	neutral1
off	neutral1
credit-card	neutral
offer	neutral
in	neutral1
store	neutral
--	neutral1
#NAME?	neutral1
addition	neutral1
to	neutral1
the	neutral
fact	neutral1
that	neutral1
my	negative
size	neutral
is	negative
generally	negative
not	neutral1
available	neutral1
in	neutral1
the	neutral1
stores	neutral
.	neutral1
FALSE	neutral1
advertising	neutral
and	positive
customer	positive
service	neutral
was	neutral1
horrible	neutral1
.	neutral1
was	neutral1
very	positive
pleased	neutral1
with	neutral1
the	neutral1
customer	neutral
service	neutral
when	neutral1
i	neutral1
went	neutral1
in	neutral1
the	neutral1
lady	positive
was	neutral1
very	neutral1
nice	neutral1
and	neutral1
was	neutral
able	neutral1
to	neutral1
get	neutral1
me	neutral1
the	neutral
size	neutral
i	neutral1
needed	neutral1
in	neutral1
the	neutral1
bra	neutral
's	neutral1
that	neutral1
